Project ID,Project Name,Project Type,Location,Start Date,End Date,Project Status,Priority,Task ID,Task Name,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Progress,Duplicate Task ID(within project),processed_description
P040,Airport Expansion Project 040,Other,Michigan,26-01-2024 00:00,14-08-2024 00:00,Behind,High,T003,Task 003 of Airport Expansion Project 040,Pending,Charlie,21,4869,0,0.54,FALSE,task 003 airport expans project 040
P041,Shopping Mall Renovation Project 041,Renovation,Pennsylvania,17-03-2024 00:00,21-03-2024 00:00,Completed,High,T001,Task 001 of Shopping Mall Renovation Project 041,Completed,Eve,32,3746,3514,1,FALSE,task 001 shop mall renov project 041
P041,Shopping Mall Renovation Project 041,Renovation,Florida,17-03-2024 00:00,21-03-2024 00:00,Completed,Medium,T002,Task 002 of Shopping Mall Renovation Project 041,Pending,Eve,30,5413,0,0.93,FALSE,task 002 shop mall renov project 041
P041,Shopping Mall Renovation Project 041,Renovation,Georgia,17-03-2024 00:00,21-03-2024 00:00,Completed,Medium,T003,Task 003 of Shopping Mall Renovation Project 041,In Progress,Alice,28,6416,0,0.8,FALSE,task 003 shop mall renov project 041
P042,University Dormitory Construction Project 042,Construction,North Carolina,31-01-2024 00:00,29-05-2024 00:00,Behind,High,T001,Task 001 of University Dormitory Construction Project 042,In Progress,Frank,32,5512,0,0.05,FALSE,task 001 univers dormitori construct project 042
P042,University Dormitory Construction Project 042,Construction,California,31-01-2024 00:00,30-07-2024 00:00,Behind,High,T002,Task 002 of University Dormitory Construction Project 042,Pending,Bob,7,6632,0,0.36,FALSE,task 002 univers dormitori construct project 042
P042,University Dormitory Construction Project 042,Construction,New Jersey,31-01-2024 00:00,02-08-2024 00:00,Behind,Medium,T003,Task 003 of University Dormitory Construction Project 042,Pending,Alice,29,3321,0,0.66,FALSE,task 003 univers dormitori construct project 042
P043,Sports Stadium Upgrade Project 043,Other,California,05-01-2024 00:00,02-06-2024 00:00,On Track,High,T001,Task 001 of Sports Stadium Upgrade Project 043,In Progress,Alice,35,9960,0,0.28,FALSE,task 001 sport stadium upgrad project 043
P043,Sports Stadium Upgrade Project 043,Other,Virginia,05-01-2024 00:00,12-05-2024 00:00,On Track,High,T002,Task 002 of Sports Stadium Upgrade Project 043,Completed,Bob,6,7019,6569,1,FALSE,task 002 sport stadium upgrad project 043
P043,Sports Stadium Upgrade Project 043,Other,North Carolina,05-01-2024 00:00,23-06-2024 00:00,On Track,High,T003,Task 003 of Sports Stadium Upgrade Project 043,Completed,David,19,2549,2168,1,FALSE,task 003 sport stadium upgrad project 043
P044,Public Library Renovation Project 044,Renovation,Georgia,05-04-2024 00:00,30-07-2024 00:00,Behind,High,T001,Task 001 of Public Library Renovation Project 044,Pending,Grace,34,4587,0,0.54,FALSE,task 001 public librari renov project 044
P044,Public Library Renovation Project 044,Renovation,New Jersey,05-04-2024 00:00,18-09-2024 00:00,Behind,Low,T002,Task 002 of Public Library Renovation Project 044,Completed,Charlie,8,4629,4482,1,FALSE,task 002 public librari renov project 044
P044,Public Library Renovation Project 044,Renovation,Washington,05-04-2024 00:00,14-09-2024 00:00,Behind,High,T003,Task 003 of Public Library Renovation Project 044,In Progress,Charlie,30,4113,0,0.06,FALSE,task 003 public librari renov project 044
P045,Building a Park Project 045,Other,Ohio,11-06-2024 00:00,14-07-2024 00:00,Completed,Medium,T001,Task 001 of Building a Park Project 045,Completed,Ivy,25,3423,3361,1,FALSE,task 001 build park project 045
P045,Building a Park Project 045,Other,Texas,11-06-2024 00:00,25-02-2025 00:00,Completed,High,T002,Task 002 of Building a Park Project 045,In Progress,Charlie,39,2297,0,0.55,FALSE,task 002 build park project 045
P045,Building a Park Project 045,Other,Virginia,11-06-2024 00:00,14-07-2024 00:00,Completed,Low,T003,Task 003 of Building a Park Project 045,Completed,Bob,39,2868,2425,1,FALSE,task 003 build park project 045
P046,Renovation of a School Project 046,Renovation,California,13-06-2024 00:00,16-06-2024 00:00,Completed,High,T001,Task 001 of Renovation of a School Project 046,In Progress,Bob,39,1771,0,0.51,FALSE,task 001 renov school project 046
P046,Renovation of a School Project 046,Renovation,North Carolina,13-06-2024 00:00,16-06-2024 00:00,Completed,Medium,T002,Task 002 of Renovation of a School Project 046,Pending,Eve,25,1781,0,0.43,FALSE,task 002 renov school project 046
P046,Renovation of a School Project 046,Renovation,Florida,13-06-2024 00:00,18-06-2024 00:00,Completed,High,T003,Task 003 of Renovation of a School Project 046,In Progress,Eve,11,7012,0,0.18,FALSE,task 003 renov school project 046
P047,Innovation of a Classroom Project 047,Innovation,Florida,27-06-2024 00:00,30-07-2024 00:00,On Hold,High,T001,Task 001 of Innovation of a Classroom Project 047,Completed,Eve,36,2554,2262,1,FALSE,task 001 innov classroom project 047
P047,Innovation of a Classroom Project 047,Innovation,Illinois,27-06-2024 00:00,09-01-2025 00:00,On Hold,High,T002,Task 002 of Innovation of a Classroom Project 047,In Progress,Charlie,24,8357,0,0.68,FALSE,task 002 innov classroom project 047
P047,Innovation of a Classroom Project 047,Innovation,Pennsylvania,27-06-2024 00:00,25-09-2024 00:00,On Hold,High,T003,Task 003 of Innovation of a Classroom Project 047,Completed,David,18,9034,8655,1,FALSE,task 003 innov classroom project 047
P048,Construction of a Hospital Wing Project 048,Construction,Florida,09-06-2024 00:00,15-12-2024 00:00,Completed,High,T001,Task 001 of Construction of a Hospital Wing Project 048,In Progress,David,35,5180,0,0.49,FALSE,task 001 construct hospit wing project 048
P048,Construction of a Hospital Wing Project 048,Construction,Virginia,09-06-2024 00:00,31-10-2024 00:00,Completed,Low,T002,Task 002 of Construction of a Hospital Wing Project 048,Pending,Grace,14,5368,0,0.96,FALSE,task 002 construct hospit wing project 048
P048,Construction of a Hospital Wing Project 048,Construction,Florida,09-06-2024 00:00,02-11-2024 00:00,Completed,Medium,T003,Task 003 of Construction of a Hospital Wing Project 048,In Progress,David,4,3812,0,0.97,FALSE,task 003 construct hospit wing project 048
P049,Road Expansion Project 049,Infrastructure,Pennsylvania,02-07-2024 00:00,11-08-2024 00:00,Completed,Medium,T001,Task 001 of Road Expansion Project 049,Completed,Grace,20,2237,2196,1,FALSE,task 001 road expans project 049
P049,Road Expansion Project 049,Infrastructure,Texas,02-07-2024 00:00,13-08-2024 00:00,Completed,Low,T002,Task 002 of Road Expansion Project 049,Pending,Ivy,35,8742,0,0.44,FALSE,task 002 road expans project 049
P049,Road Expansion Project 049,Infrastructure,New York,02-07-2024 00:00,23-08-2024 00:00,Completed,Medium,T003,Task 003 of Road Expansion Project 049,Pending,Charlie,8,2613,0,0.76,FALSE,task 003 road expans project 049
P050,Bridge Maintenance Project 050,Maintenance,Illinois,12-06-2024 00:00,22-07-2024 00:00,On Track,High,T001,Task 001 of Bridge Maintenance Project 050,In Progress,Eve,38,9467,0,0.71,FALSE,task 001 bridg mainten project 050
P050,Bridge Maintenance Project 050,Maintenance,Virginia,12-06-2024 00:00,25-07-2024 00:00,On Track,High,T002,Task 002 of Bridge Maintenance Project 050,Completed,Grace,40,1380,1005,1,FALSE,task 002 bridg mainten project 050
P050,Bridge Maintenance Project 050,Maintenance,Pennsylvania,12-06-2024 00:00,31-07-2024 00:00,On Track,High,T003,Task 003 of Bridge Maintenance Project 050,In Progress,David,18,1169,0,0.09,FALSE,task 003 bridg mainten project 050
P051,Office Building Renovation Project 051,Renovation,Ohio,23-03-2024 00:00,12-12-2024 00:00,Behind,Low,T001,Task 001 of Office Building Renovation Project 051,Pending,Alice,19,7063,0,0.03,FALSE,task 001 offic build renov project 051
P051,Office Building Renovation Project 051,Renovation,Virginia,23-03-2024 00:00,25-09-2024 00:00,Behind,High,T002,Task 002 of Office Building Renovation Project 051,Completed,Frank,27,3221,3074,1,FALSE,task 002 offic build renov project 051
P051,Office Building Renovation Project 051,Renovation,Florida,23-03-2024 00:00,21-10-2024 00:00,Behind,High,T003,Task 003 of Office Building Renovation Project 051,In Progress,Ivy,12,1201,0,0.41,FALSE,task 003 offic build renov project 051
P052,Apartment Complex Development Project 052,Other,Virginia,27-05-2024 00:00,27-07-2025 00:00,On Hold,Low,T001,Task 001 of Apartment Complex Development Project 052,In Progress,Ivy,19,8114,9104,0.88,FALSE,task 001 apart complex develop project 052
P052,Apartment Complex Development Project 052,Other,Ohio,27-05-2024 00:00,11-06-2025 00:00,On Hold,Low,T002,Task 002 of Apartment Complex Development Project 052,Pending,Grace,14,7222,0,0.19,FALSE,task 002 apart complex develop project 052
P052,Apartment Complex Development Project 052,Other,Illinois,27-05-2024 00:00,22-08-2025 00:00,On Hold,High,T003,Task 003 of Apartment Complex Development Project 052,In Progress,Ivy,9,2022,0,0.63,FALSE,task 003 apart complex develop project 052
P053,Commercial Center Construction Project 053,Construction,Texas,18-06-2024 00:00,27-11-2024 00:00,On Track,Low,T001,Task 001 of Commercial Center Construction Project 053,In Progress,Alice,3,9700,0,0.48,FALSE,task 001 commerci center construct project 053
P053,Commercial Center Construction Project 053,Construction,New Jersey,18-06-2024 00:00,21-10-2024 00:00,On Track,High,T002,Task 002 of Commercial Center Construction Project 053,Pending,Charlie,21,7624,0,0.45,FALSE,task 002 commerci center construct project 053
P053,Commercial Center Construction Project 053,Construction,Ohio,18-06-2024 00:00,07-11-2024 00:00,On Track,High,T003,Task 003 of Commercial Center Construction Project 053,Pending,Charlie,6,9072,0,0.66,FALSE,task 003 commerci center construct project 053
P054,Highway Reconstruction Project 054,Other,New Jersey,15-04-2024 00:00,26-12-2024 00:00,Behind,High,T001,Task 001 of Highway Reconstruction Project 054,Pending,Charlie,25,6793,0,0.95,FALSE,task 001 highway reconstruct project 054
P054,Highway Reconstruction Project 054,Other,California,15-04-2024 00:00,06-03-2025 00:00,Behind,High,T002,Task 002 of Highway Reconstruction Project 054,Pending,Ivy,33,2398,0,0.32,FALSE,task 002 highway reconstruct project 054
P054,Highway Reconstruction Project 054,Other,New York,15-04-2024 00:00,29-04-2025 00:00,Behind,Low,T003,Task 003 of Highway Reconstruction Project 054,In Progress,Eve,16,9449,0,0.75,FALSE,task 003 highway reconstruct project 054
P055,Airport Expansion Project 055,Other,Virginia,28-08-2024 00:00,21-04-2025 00:00,On Hold,High,T001,Task 001 of Airport Expansion Project 055,In Progress,David,17,8386,0,0.36,FALSE,task 001 airport expans project 055
P055,Airport Expansion Project 055,Other,Illinois,28-08-2024 00:00,28-08-2025 00:00,On Hold,High,T002,Task 002 of Airport Expansion Project 055,Pending,David,29,4294,0,0.17,FALSE,task 002 airport expans project 055
P055,Airport Expansion Project 055,Other,Michigan,28-08-2024 00:00,05-09-2025 00:00,On Hold,High,T003,Task 003 of Airport Expansion Project 055,In Progress,Alice,27,8340,0,0.09,FALSE,task 003 airport expans project 055
P056,Shopping Mall Renovation Project 056,Renovation,Pennsylvania,15-08-2024 00:00,25-09-2024 00:00,Completed,High,T001,Task 001 of Shopping Mall Renovation Project 056,Completed,Eve,25,3548,3528,1,FALSE,task 001 shop mall renov project 056
P056,Shopping Mall Renovation Project 056,Renovation,California,15-08-2024 00:00,02-11-2024 00:00,Completed,Low,T002,Task 002 of Shopping Mall Renovation Project 056,In Progress,Eve,23,9545,0,0.08,FALSE,task 002 shop mall renov project 056
P056,Shopping Mall Renovation Project 056,Renovation,Florida,15-08-2024 00:00,04-11-2024 00:00,Completed,High,T003,Task 003 of Shopping Mall Renovation Project 056,In Progress,Alice,40,1449,0,0.19,FALSE,task 003 shop mall renov project 056
P057,University Dormitory Construction Project 057,Construction,North Carolina,23-03-2024 00:00,15-06-2025 00:00,On Track,Medium,T001,Task 001 of University Dormitory Construction Project 057,In Progress,Frank,20,9728,0,0.15,FALSE,task 001 univers dormitori construct project 057
P057,University Dormitory Construction Project 057,Construction,New York,23-03-2024 00:00,25-04-2024 00:00,On Track,High,T002,Task 002 of University Dormitory Construction Project 057,Completed,Bob,6,6762,6621,1,FALSE,task 002 univers dormitori construct project 057
P057,University Dormitory Construction Project 057,Construction,California,23-03-2024 00:00,29-12-2024 00:00,On Track,Low,T003,Task 003 of University Dormitory Construction Project 057,In Progress,Alice,28,4093,0,0.66,FALSE,task 003 univers dormitori construct project 057
P058,Sports Stadium Upgrade Project 058,Other,New Jersey,24-07-2024 00:00,26-08-2024 00:00,On Hold,High,T001,Task 001 of Sports Stadium Upgrade Project 058,Completed,Alice,20,9027,8655,1,FALSE,task 001 sport stadium upgrad project 058
P058,Sports Stadium Upgrade Project 058,Other,Georgia,24-07-2024 00:00,04-09-2025 00:00,On Hold,Low,T002,Task 002 of Sports Stadium Upgrade Project 058,Pending,Bob,10,4949,0,0.99,FALSE,task 002 sport stadium upgrad project 058
P058,Sports Stadium Upgrade Project 058,Other,Georgia,24-07-2024 00:00,06-07-2025 00:00,On Hold,Low,T003,Task 003 of Sports Stadium Upgrade Project 058,Pending,David,3,1671,0,0.93,FALSE,task 003 sport stadium upgrad project 058
P059,Public Library Renovation Project 059,Renovation,North Carolina,08-02-2024 00:00,31-08-2024 00:00,On Hold,High,T001,Task 001 of Public Library Renovation Project 059,Pending,Grace,2,1634,0,0.47,FALSE,task 001 public librari renov project 059
P059,Public Library Renovation Project 059,Renovation,Pennsylvania,08-02-2024 00:00,24-07-2024 00:00,On Hold,High,T002,Task 002 of Public Library Renovation Project 059,Completed,Alice,34,9178,8962,1,FALSE,task 002 public librari renov project 059
P059,Public Library Renovation Project 059,Renovation,Ohio,08-02-2024 00:00,13-07-2024 00:00,On Hold,High,T003,Task 003 of Public Library Renovation Project 059,Completed,Charlie,33,5369,4897,1,FALSE,task 003 public librari renov project 059
P060,Building a Park Project 060,Other,Georgia,04-07-2024 00:00,16-11-2024 00:00,On Hold,Medium,T001,Task 001 of Building a Park Project 060,Pending,Ivy,8,4383,0,0.44,FALSE,task 001 build park project 060
P060,Building a Park Project 060,Other,Texas,04-07-2024 00:00,25-09-2024 00:00,On Hold,High,T002,Task 002 of Building a Park Project 060,Completed,Alice,5,9106,8788,1,FALSE,task 002 build park project 060
P060,Building a Park Project 060,Other,Washington,04-07-2024 00:00,26-10-2024 00:00,On Hold,High,T003,Task 003 of Building a Park Project 060,In Progress,Bob,34,7376,0,0.37,FALSE,task 003 build park project 060
P061,Renovation of a School Project 061,Renovation,Georgia,14-06-2024 00:00,05-05-2025 00:00,On Hold,Low,T001,Task 001 of Renovation of a School Project 061,Pending,Bob,31,4564,0,0.84,FALSE,task 001 renov school project 061
P061,Renovation of a School Project 061,Renovation,New Jersey,14-06-2024 00:00,21-05-2025 00:00,On Hold,Medium,T002,Task 002 of Renovation of a School Project 061,In Progress,Eve,34,6685,0,0.25,FALSE,task 002 renov school project 061
P061,Renovation of a School Project 061,Renovation,New Jersey,14-06-2024 00:00,07-09-2025 00:00,On Hold,Medium,T003,Task 003 of Renovation of a School Project 061,In Progress,Eve,36,3548,0,0,FALSE,task 003 renov school project 061
P062,Innovation of a Classroom Project 062,Innovation,Washington,27-07-2024 00:00,24-03-2025 00:00,On Hold,High,T001,Task 001 of Innovation of a Classroom Project 062,Pending,Eve,11,5997,0,0.11,FALSE,task 001 innov classroom project 062
P062,Innovation of a Classroom Project 062,Innovation,New York,27-07-2024 00:00,25-09-2024 00:00,On Hold,High,T002,Task 002 of Innovation of a Classroom Project 062,Completed,Charlie,16,3180,3081,1,FALSE,task 002 innov classroom project 062
P062,Innovation of a Classroom Project 062,Innovation,New York,27-07-2024 00:00,22-02-2025 00:00,On Hold,High,T003,Task 003 of Innovation of a Classroom Project 062,Pending,David,38,2178,0,0.15,FALSE,task 003 innov classroom project 062
P063,Construction of a Hospital Wing Project 063,Construction,Pennsylvania,16-07-2024 00:00,07-01-2025 00:00,On Track,High,T001,Task 001 of Construction of a Hospital Wing Project 063,In Progress,David,5,2944,0,0.55,FALSE,task 001 construct hospit wing project 063
P063,Construction of a Hospital Wing Project 063,Construction,California,16-07-2024 00:00,18-08-2024 00:00,On Track,High,T002,Task 002 of Construction of a Hospital Wing Project 063,Completed,Grace,31,7376,6945,1,FALSE,task 002 construct hospit wing project 063
P063,Construction of a Hospital Wing Project 063,Construction,Florida,16-07-2024 00:00,11-04-2025 00:00,On Track,Low,T003,Task 003 of Construction of a Hospital Wing Project 063,In Progress,David,2,6433,0,0.68,FALSE,task 003 construct hospit wing project 063
P064,Road Expansion Project 064,Infrastructure,Texas,22-06-2024 00:00,25-09-2024 00:00,Behind,Low,T001,Task 001 of Road Expansion Project 064,Completed,Grace,30,5551,5315,1,FALSE,task 001 road expans project 064
P064,Road Expansion Project 064,Infrastructure,Illinois,22-06-2024 00:00,25-07-2024 00:00,Behind,Medium,T002,Task 002 of Road Expansion Project 064,Completed,Ivy,6,9127,8751,1,FALSE,task 002 road expans project 064
P064,Road Expansion Project 064,Infrastructure,Virginia,22-06-2024 00:00,25-09-2024 00:00,Behind,High,T003,Task 003 of Road Expansion Project 064,Completed,Charlie,40,9168,9025,1,FALSE,task 003 road expans project 064
P065,Bridge Maintenance Project 065,Maintenance,New York,06-01-2024 00:00,08-02-2024 00:00,On Track,High,T001,Task 001 of Bridge Maintenance Project 065,Completed,Eve,18,2284,2142,1,FALSE,task 001 bridg mainten project 065
P065,Bridge Maintenance Project 065,Maintenance,Florida,06-01-2024 00:00,25-10-2024 00:00,On Track,Medium,T002,Task 002 of Bridge Maintenance Project 065,In Progress,Grace,26,4973,0,0.41,FALSE,task 002 bridg mainten project 065
P065,Bridge Maintenance Project 065,Maintenance,North Carolina,06-01-2024 00:00,30-09-2024 00:00,On Track,High,T003,Task 003 of Bridge Maintenance Project 065,Pending,Alice,26,7992,0,0.6,FALSE,task 003 bridg mainten project 065
P066,Office Building Renovation Project 066,Renovation,Georgia,04-05-2024 00:00,23-11-2024 00:00,Completed,High,T001,Task 001 of Office Building Renovation Project 066,In Progress,Alice,32,3669,0,0.53,FALSE,task 001 offic build renov project 066
P066,Office Building Renovation Project 066,Renovation,Georgia,04-05-2024 00:00,06-11-2024 00:00,Completed,High,T002,Task 002 of Office Building Renovation Project 066,Pending,Frank,20,6395,0,0.55,FALSE,task 002 offic build renov project 066
P066,Office Building Renovation Project 066,Renovation,North Carolina,04-05-2024 00:00,13-09-2024 00:00,Completed,Medium,T003,Task 003 of Office Building Renovation Project 066,Pending,Ivy,1,4445,0,0.61,FALSE,task 003 offic build renov project 066
P067,Apartment Complex Development Project 067,Other,Washington,30-01-2024 00:00,12-01-2025 00:00,Completed,Low,T001,Task 001 of Apartment Complex Development Project 067,In Progress,Ivy,10,1599,0,0.04,FALSE,task 001 apart complex develop project 067
P067,Apartment Complex Development Project 067,Other,Texas,30-01-2024 00:00,26-12-2024 00:00,Completed,Medium,T002,Task 002 of Apartment Complex Development Project 067,In Progress,Grace,4,9597,0,0.71,FALSE,task 002 apart complex develop project 067
P067,Apartment Complex Development Project 067,Other,New York,30-01-2024 00:00,03-03-2024 00:00,Completed,High,T003,Task 003 of Apartment Complex Development Project 067,Completed,Ivy,8,2143,1984,1,FALSE,task 003 apart complex develop project 067
P068,Commercial Center Construction Project 068,Construction,New York,30-01-2024 00:00,28-05-2025 00:00,Behind,Low,T001,Task 001 of Commercial Center Construction Project 068,Pending,Alice,28,6658,0,0.48,FALSE,task 001 commerci center construct project 068
P068,Commercial Center Construction Project 068,Construction,Illinois,30-01-2024 00:00,13-02-2025 00:00,Behind,Low,T002,Task 002 of Commercial Center Construction Project 068,Pending,Charlie,32,8758,0,0.93,FALSE,task 002 commerci center construct project 068
P068,Commercial Center Construction Project 068,Construction,California,30-01-2024 00:00,03-03-2024 00:00,Behind,High,T003,Task 003 of Commercial Center Construction Project 068,Completed,Charlie,8,9806,9477,1,FALSE,task 003 commerci center construct project 068
P069,Highway Reconstruction Project 069,Other,Washington,25-02-2024 00:00,01-03-2025 00:00,On Track,High,T001,Task 001 of Highway Reconstruction Project 069,Pending,Charlie,16,3424,0,0.28,FALSE,task 001 highway reconstruct project 069
P069,Highway Reconstruction Project 069,Other,North Carolina,25-02-2024 00:00,14-08-2025 00:00,On Track,High,T002,Task 002 of Highway Reconstruction Project 069,In Progress,Ivy,36,8166,0,0.13,FALSE,task 002 highway reconstruct project 069
P069,Highway Reconstruction Project 069,Other,North Carolina,25-02-2024 00:00,08-08-2025 00:00,On Track,Low,T003,Task 003 of Highway Reconstruction Project 069,Pending,Eve,3,9968,0,0.5,FALSE,task 003 highway reconstruct project 069
P070,Airport Expansion Project 070,Other,California,28-02-2024 00:00,23-06-2025 00:00,Behind,High,T001,Task 001 of Airport Expansion Project 070,In Progress,Alice,0,9313,0,0.98,FALSE,task 001 airport expans project 070
P070,Airport Expansion Project 070,Other,Michigan,28-02-2024 00:00,27-09-2025 00:00,Behind,High,T002,Task 002 of Airport Expansion Project 070,In Progress,David,21,4494,0,0.11,FALSE,task 002 airport expans project 070
P070,Airport Expansion Project 070,Other,Florida,28-02-2024 00:00,01-04-2024 00:00,Behind,High,T003,Task 003 of Airport Expansion Project 070,Completed,Alice,26,7738,7435,1,FALSE,task 003 airport expans project 070
P071,Shopping Mall Renovation Project 071,Renovation,Virginia,10-02-2024 00:00,18-02-2024 00:00,On Track,High,T001,Task 001 of Shopping Mall Renovation Project 071,Completed,Eve,32,8568,8546,1,FALSE,task 001 shop mall renov project 071
P071,Shopping Mall Renovation Project 071,Renovation,Texas,10-02-2024 00:00,19-02-2024 00:00,On Track,High,T002,Task 002 of Shopping Mall Renovation Project 071,In Progress,Eve,3,1052,0,0.62,FALSE,task 002 shop mall renov project 071
P071,Shopping Mall Renovation Project 071,Renovation,Pennsylvania,10-02-2024 00:00,17-02-2024 00:00,On Track,High,T003,Task 003 of Shopping Mall Renovation Project 071,Completed,Alice,10,7325,6853,1,FALSE,task 003 shop mall renov project 071
P072,University Dormitory Construction Project 072,Construction,Ohio,23-04-2024 00:00,27-05-2025 00:00,On Hold,High,T001,Task 001 of University Dormitory Construction Project 072,In Progress,Frank,20,7862,0,0.77,FALSE,task 001 univers dormitori construct project 072
P072,University Dormitory Construction Project 072,Construction,Georgia,23-04-2024 00:00,26-05-2024 00:00,On Hold,High,T002,Task 002 of University Dormitory Construction Project 072,Completed,Bob,29,7708,7268,1,FALSE,task 002 univers dormitori construct project 072
P072,University Dormitory Construction Project 072,Construction,New Jersey,23-04-2024 00:00,09-06-2025 00:00,On Hold,Medium,T003,Task 003 of University Dormitory Construction Project 072,Pending,Alice,0,3260,0,0.36,FALSE,task 003 univers dormitori construct project 072
P073,Sports Stadium Upgrade Project 073,Other,Texas,06-05-2024 00:00,23-09-2024 00:00,Behind,Low,T001,Task 001 of Sports Stadium Upgrade Project 073,Completed,Alice,29,1702,1411,1,FALSE,task 001 sport stadium upgrad project 073
P073,Sports Stadium Upgrade Project 073,Other,Virginia,06-05-2024 00:00,22-08-2024 00:00,Behind,High,T002,Task 002 of Sports Stadium Upgrade Project 073,Completed,Bob,24,8403,8115,1,FALSE,task 002 sport stadium upgrad project 073
P073,Sports Stadium Upgrade Project 073,Other,Texas,06-05-2024 00:00,14-09-2024 00:00,Behind,High,T003,Task 003 of Sports Stadium Upgrade Project 073,Completed,David,14,4955,4586,1,FALSE,task 003 sport stadium upgrad project 073
P074,Public Library Renovation Project 074,Renovation,New York,21-05-2024 00:00,26-07-2024 00:00,Behind,High,T001,Task 001 of Public Library Renovation Project 074,Pending,Grace,13,3533,0,0.74,FALSE,task 001 public librari renov project 074
P074,Public Library Renovation Project 074,Renovation,Washington,21-05-2024 00:00,01-08-2024 00:00,Behind,High,T002,Task 002 of Public Library Renovation Project 074,Pending,Alice,8,8279,0,0.18,FALSE,task 002 public librari renov project 074
P074,Public Library Renovation Project 074,Renovation,Texas,21-05-2024 00:00,17-07-2024 00:00,Behind,High,T003,Task 003 of Public Library Renovation Project 074,In Progress,Charlie,39,3680,0,0.05,FALSE,task 003 public librari renov project 074
P075,Building a Park Project 075,Other,Texas,11-05-2024 00:00,13-06-2024 00:00,Behind,Medium,T001,Task 001 of Building a Park Project 075,Completed,Ivy,11,8493,12398,1,FALSE,task 001 build park project 075
P075,Building a Park Project 075,Other,Washington,11-05-2024 00:00,12-09-2025 00:00,Behind,Medium,T002,Task 002 of Building a Park Project 075,Pending,Alice,11,3828,0,0.26,FALSE,task 002 build park project 075
P075,Building a Park Project 075,Other,Virginia,11-05-2024 00:00,26-07-2025 00:00,Behind,Medium,T003,Task 003 of Building a Park Project 075,In Progress,Bob,0,6118,0,0.29,FALSE,task 003 build park project 075
P076,Renovation of a School Project 076,Renovation,Michigan,11-07-2024 00:00,01-08-2024 00:00,On Track,High,T001,Task 001 of Renovation of a School Project 076,Pending,Bob,15,6558,0,0.71,FALSE,task 001 renov school project 076
P076,Renovation of a School Project 076,Renovation,New York,11-07-2024 00:00,11-08-2024 00:00,On Track,Medium,T002,Task 002 of Renovation of a School Project 076,Completed,Eve,19,1044,899,1,FALSE,task 002 renov school project 076
P076,Renovation of a School Project 076,Renovation,Ohio,11-07-2024 00:00,01-08-2024 00:00,On Track,High,T003,Task 003 of Renovation of a School Project 076,Pending,Eve,10,7397,0,0.21,FALSE,task 003 renov school project 076
P077,Innovation of a Classroom Project 077,Innovation,California,09-04-2024 00:00,07-02-2025 00:00,On Hold,Medium,T001,Task 001 of Innovation of a Classroom Project 077,In Progress,Eve,2,8832,0,0.85,FALSE,task 001 innov classroom project 077
P077,Innovation of a Classroom Project 077,Innovation,Virginia,09-04-2024 00:00,12-05-2024 00:00,On Hold,High,T002,Task 002 of Innovation of a Classroom Project 077,Completed,Charlie,39,3123,2841,1,FALSE,task 002 innov classroom project 077
P077,Innovation of a Classroom Project 077,Innovation,Florida,09-04-2024 00:00,13-03-2025 00:00,On Hold,Low,T003,Task 003 of Innovation of a Classroom Project 077,Pending,David,1,6854,0,0.15,FALSE,task 003 innov classroom project 077
P078,Construction of a Hospital Wing Project 078,Construction,Michigan,26-01-2024 00:00,19-04-2024 00:00,On Hold,High,T001,Task 001 of Construction of a Hospital Wing Project 078,Completed,Alice,25,8429,8416,1,FALSE,task 001 construct hospit wing project 078
P078,Construction of a Hospital Wing Project 078,Construction,New Jersey,26-01-2024 00:00,18-03-2024 00:00,On Hold,High,T002,Task 002 of Construction of a Hospital Wing Project 078,In Progress,Grace,4,1501,0,0.95,FALSE,task 002 construct hospit wing project 078
P078,Construction of a Hospital Wing Project 078,Construction,Pennsylvania,26-01-2024 00:00,09-04-2024 00:00,On Hold,Medium,T003,Task 003 of Construction of a Hospital Wing Project 078,Completed,Alice,12,8487,8486,1,FALSE,task 003 construct hospit wing project 078
P079,Road Expansion Project 079,Infrastructure,California,22-04-2024 00:00,13-01-2025 00:00,Completed,High,T001,Task 001 of Road Expansion Project 079,In Progress,Grace,13,6425,0,0.11,FALSE,task 001 road expans project 079
P079,Road Expansion Project 079,Infrastructure,Florida,22-04-2024 00:00,15-03-2025 00:00,Completed,High,T002,Task 002 of Road Expansion Project 079,In Progress,Ivy,34,8044,0,0.05,FALSE,task 002 road expans project 079
P079,Road Expansion Project 079,Infrastructure,New York,22-04-2024 00:00,25-05-2024 00:00,Completed,Medium,T003,Task 003 of Road Expansion Project 079,Completed,Charlie,13,9524,9474,1,FALSE,task 003 road expans project 079
P080,Bridge Maintenance Project 080,Maintenance,Ohio,16-04-2024 00:00,09-07-2024 00:00,On Track,High,T001,Task 001 of Bridge Maintenance Project 080,Pending,Eve,13,4368,0,0.7,FALSE,task 001 bridg mainten project 080
P080,Bridge Maintenance Project 080,Maintenance,New Jersey,16-04-2024 00:00,23-06-2024 00:00,On Track,Low,T002,Task 002 of Bridge Maintenance Project 080,In Progress,Grace,15,2261,0,0.65,FALSE,task 002 bridg mainten project 080
